YEAR,STATE,EVTYPE,FATALITIES,INJURIES,PROPDMG,CROPDMG
1994,kentucky,COLD / WIND AND WINDCHILL,0,0,0.05,0
1994,kentucky,FLASH FLOOD,0,0,0.5,0
1994,kentucky,FLOOD / DAM FAILURE,0,0,0,0
1994,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.5567,0.55515
1994,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,3,1.701,0
1994,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,6,4.19025,0.50505
1994,kentucky,TORNADO,0,0,0.55,0
1995,kentucky,COLD / WIND AND WINDCHILL,0,0,0,0
1995,kentucky,COLD / WIND AND WINDCHILL,2,0,0.325,0
1995,kentucky,DROUGHT / HEAT / WILDFIRE,0,5,0,0
1995,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0.01,0
1995,kentucky,FLASH FLOOD,1,0,12.31001,10.05
1995,kentucky,FLOOD / DAM FAILURE,1,0,0.033,0
1995,kentucky,FOG / VOG / SMOKE,0,0,0,0
1995,kentucky,ICE / SNOW / FROST / HAIL,0,0,6.5825,0.063
1995,kentucky,ICE / SNOW / FROST / HAIL,5,0,5.00E-05,0
1995,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,4,1.755,0.018
1995,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
1995,kentucky,THUNDERSTORM / THUNDERSTORM WIND,1,114,128.642003,0
1995,kentucky,TORNADO,0,8,19.54,0.1
1996,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,2.91,0
1996,kentucky,COLD / WIND AND WINDCHILL,0,0,0.275,0
1996,kentucky,COLD / WIND AND WINDCHILL,1,0,0.123,0
1996,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
1996,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
1996,kentucky,FLASH FLOOD,2,1,15.316,5.7
1996,kentucky,FLOOD / DAM FAILURE,0,0,0.312,0.05
1996,kentucky,ICE / SNOW / FROST / HAIL,0,0,20.016,0.75
1996,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.001,0
1996,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,1,2,0.267,0
1996,kentucky,THUNDERSTORM / THUNDERSTORM WIND,1,16,2.544,0.02
1996,kentucky,TORNADO,0,58,118.237,0.004
1997,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
1997,kentucky,COLD / WIND AND WINDCHILL,0,0,0.008,0
1997,kentucky,COLD / WIND AND WINDCHILL,0,3,0.06,0
1997,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
1997,kentucky,FLASH FLOOD,7,2,76.25,5.81
1997,kentucky,FLOOD / DAM FAILURE,9,0,361.905,0
1997,kentucky,FOG / VOG / SMOKE,0,0,0,0
1997,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.41,0.09
1997,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.01,0
1997,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,4,0.031,0
1997,kentucky,THUNDERSTORM / THUNDERSTORM WIND,2,5,2.3605,0
1997,kentucky,TORNADO,3,36,16.1065,0.002
1998,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
1998,kentucky,COLD / WIND AND WINDCHILL,0,0,0,0
1998,kentucky,COLD / WIND AND WINDCHILL,2,7,0.106,0
1998,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
1998,kentucky,DROUGHT / HEAT / WILDFIRE,1,0,0,0
1998,kentucky,FLASH FLOOD,1,2,4.276,10.005
1998,kentucky,FLOOD / DAM FAILURE,0,0,2.348,0.03
1998,kentucky,FOG / VOG / SMOKE,0,0,0,0
1998,kentucky,ICE / SNOW / FROST / HAIL,0,0,510.189,0
1998,kentucky,ICE / SNOW / FROST / HAIL,5,5,10.92,0
1998,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.387,0
1998,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
1998,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,6,7.198,0
1998,kentucky,TORNADO,3,9,19.095,0
1999,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
1999,kentucky,COLD / WIND AND WINDCHILL,0,0,0.054,0
1999,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,154
1999,kentucky,DROUGHT / HEAT / WILDFIRE,2,0,0,0
1999,kentucky,FLASH FLOOD,0,2,0.448,0
1999,kentucky,FLOOD / DAM FAILURE,1,0,0.058,0
1999,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.001,0.005
1999,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.017,0
1999,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,1,0.025,0
1999,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,22,5.168,0
1999,kentucky,TORNADO,0,10,1.07,0
2000,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2000,kentucky,COLD / WIND AND WINDCHILL,0,0,0,0
2000,kentucky,COLD / WIND AND WINDCHILL,0,0,0.101,0
2000,kentucky,DROUGHT / HEAT / WILDFIRE,0,65,0,0
2000,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2000,kentucky,FLASH FLOOD,1,1,17.216,0
2000,kentucky,FLOOD / DAM FAILURE,0,0,0.579,0
2000,kentucky,FOG / VOG / SMOKE,0,0,0,0
2000,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.08,0
2000,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.025,0
2000,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,4,1,0.135,0
2000,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
2000,kentucky,THUNDERSTORM / THUNDERSTORM WIND,2,7,2.805,0
2000,kentucky,TORNADO,0,47,122.706,0
2001,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2001,kentucky,COLD / WIND AND WINDCHILL,0,0,0,0
2001,kentucky,COLD / WIND AND WINDCHILL,0,0,0.035,0
2001,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2001,kentucky,FLASH FLOOD,2,3,17.2,0.5
2001,kentucky,FLOOD / DAM FAILURE,0,2,0.376,0
2001,kentucky,FOG / VOG / SMOKE,0,0,0,0
2001,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.034,0
2001,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
2001,kentucky,LANDSLIDE / MUDSLIDE / ROCK SLIDE,0,0,0,0
2001,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,1,0.025,0
2001,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
2001,kentucky,THUNDERSTORM / THUNDERSTORM WIND,2,11,1.513,0.01
2001,kentucky,TORNADO,0,14,18.265,0.08
2002,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0.0312,0
2002,kentucky,COLD / WIND AND WINDCHILL,0,0,0,0
2002,kentucky,COLD / WIND AND WINDCHILL,0,0,0.1397,0
2002,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,70
2002,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2002,kentucky,FLASH FLOOD,0,1,0.77,0
2002,kentucky,FLOOD / DAM FAILURE,1,0,36.227,0.51
2002,kentucky,ICE / SNOW / FROST / HAIL,0,6,40.1905,4
2002,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.0174,0
2002,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,2,0.167,0
2002,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.01,0
2002,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,18,5.4461,0
2002,kentucky,TORNADO,1,33,19.759,0
2003,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2003,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2003,kentucky,COLD / WIND AND WINDCHILL,0,1,0,0
2003,kentucky,COLD / WIND AND WINDCHILL,0,0,0.059,0
2003,kentucky,DROUGHT / HEAT / WILDFIRE,0,2,0,0
2003,kentucky,FLASH FLOOD,4,0,10.158,0
2003,kentucky,FLOOD / DAM FAILURE,0,0,22.39,0
2003,kentucky,FOG / VOG / SMOKE,0,0,0,0
2003,kentucky,ICE / SNOW / FROST / HAIL,0,1,30.045,0.001
2003,kentucky,ICE / SNOW / FROST / HAIL,1,0,28.87,0
2003,kentucky,LANDSLIDE / MUDSLIDE / ROCK SLIDE,0,0,0,0
2003,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,5,0.06,0
2003,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
2003,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,5,3.30301,0.11
2003,kentucky,TORNADO,3,43,25.491,0
2004,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,1.53,0
2004,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2004,kentucky,COLD / WIND AND WINDCHILL,0,0,0.025,0
2004,kentucky,COLD / WIND AND WINDCHILL,0,0,0.002,0
2004,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2004,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2004,kentucky,FLASH FLOOD,4,1,1.538,0
2004,kentucky,FLOOD / DAM FAILURE,3,0,52.355,5.85
2004,kentucky,FOG / VOG / SMOKE,0,0,0,0
2004,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
2004,kentucky,ICE / SNOW / FROST / HAIL,0,0,1,0
2004,kentucky,LANDSLIDE / MUDSLIDE / ROCK SLIDE,0,0,0,0
2004,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,2,0.1,0
2004,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
2004,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,2,7.7745,0
2004,kentucky,TORNADO,0,12,11.15,0
2005,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2005,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2005,kentucky,COLD / WIND AND WINDCHILL,0,0,0.349,0
2005,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2005,kentucky,DROUGHT / HEAT / WILDFIRE,0,69,0,0
2005,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2005,kentucky,FLASH FLOOD,0,0,18.716,0
2005,kentucky,FLOOD / DAM FAILURE,1,0,5.835,0.015
2005,kentucky,FOG / VOG / SMOKE,0,0,0,0
2005,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.037,0.02
2005,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
2005,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,2,0,0.783,0
2005,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
2005,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,1.2387,0.001
2005,kentucky,TORNADO,1,73,50.368,0
2006,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2006,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2006,kentucky,COLD / WIND AND WINDCHILL,0,0,0.292,0
2006,kentucky,DROUGHT / HEAT / WILDFIRE,0,4,0,0
2006,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2006,kentucky,FLASH FLOOD,6,0,3.01,0.01
2006,kentucky,FLOOD / DAM FAILURE,0,0,0.372,0
2006,kentucky,FOG / VOG / SMOKE,0,0,0,0
2006,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.651,0
2006,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
2006,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,1,0,0.117,0
2006,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
2006,kentucky,THUNDERSTORM / THUNDERSTORM WIND,1,8,3.704,0
2006,kentucky,TORNADO,0,34,43.155,0
2007,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2007,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2007,kentucky,COLD / WIND AND WINDCHILL,0,1,0.049,0
2007,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,2
2007,kentucky,DROUGHT / HEAT / WILDFIRE,2,5,0,0
2007,kentucky,FLASH FLOOD,0,0,0.735,0
2007,kentucky,FLOOD / DAM FAILURE,0,4,0.061,0
2007,kentucky,FOG / VOG / SMOKE,0,0,0,0
2007,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.041,0.025
2007,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,4.465
2007,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,1,3,0.09,0
2007,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.002,0
2007,kentucky,THUNDERSTORM / THUNDERSTORM WIND,1,8,6.0042,0.02
2007,kentucky,TORNADO,0,19,17.846,0.252
2008,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,1.06,0
2008,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0.26,0
2008,kentucky,COLD / WIND AND WINDCHILL,1,25,85.34075,15.3
2008,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2008,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2008,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2008,kentucky,FLASH FLOOD,0,0,1.065,0
2008,kentucky,FLOOD / DAM FAILURE,1,1,1.678,0.1
2008,kentucky,FOG / VOG / SMOKE,0,0,0,0
2008,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.05,0.012
2008,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.175,0.02
2008,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.22,0
2008,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
2008,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,8,13.95,1.155
2008,kentucky,TORNADO,7,42,45.031,1.45
2009,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0.207,0
2009,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0.015,0
2009,kentucky,COLD / WIND AND WINDCHILL,0,0,0,0
2009,kentucky,COLD / WIND AND WINDCHILL,1,2,0.2135,0
2009,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2009,kentucky,FLASH FLOOD,0,0,46.311,0
2009,kentucky,FLOOD / DAM FAILURE,2,0,1.185,0.16
2009,kentucky,FOG / VOG / SMOKE,0,0,0,0
2009,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.3883,0.06
2009,kentucky,ICE / SNOW / FROST / HAIL,0,0,35.62,0
2009,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,1,1,0.475,0
2009,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.055,0
2009,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,5,5.6654,0.04
2009,kentucky,TORNADO,2,21,1.591,0.02
2010,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2010,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,4,0.105,0
2010,kentucky,COLD / WIND AND WINDCHILL,1,0,0,0
2010,kentucky,COLD / WIND AND WINDCHILL,0,0,0.168,0.006
2010,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2010,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2010,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0.025,0
2010,kentucky,FLASH FLOOD,6,1,9.135,0.056
2010,kentucky,FLOOD / DAM FAILURE,0,0,18.857,0.263
2010,kentucky,FOG / VOG / SMOKE,0,0,0,0
2010,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.001,0.003
2010,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
2010,kentucky,LANDSLIDE / MUDSLIDE / ROCK SLIDE,0,0,0,0
2010,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,2,4,0.133,0
2010,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
2010,kentucky,THUNDERSTORM / THUNDERSTORM WIND,1,3,2.7405,0.013
2010,kentucky,TORNADO,0,0,1.285,0
2011,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2011,kentucky,BLIZZARD / WINTER STORM / WEATHER,0,0,0.03,0
2011,kentucky,COLD / WIND AND WINDCHILL,0,0,0.013,0
2011,kentucky,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2011,kentucky,DROUGHT / HEAT / WILDFIRE,1,2,0,0
2011,kentucky,FLASH FLOOD,5,0,6.591,0.005
2011,kentucky,FLOOD / DAM FAILURE,1,4,42.855,0.001
2011,kentucky,FOG / VOG / SMOKE,0,0,0,0
2011,kentucky,ICE / SNOW / FROST / HAIL,0,0,1.087,0
2011,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
2011,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,4,0.447,0
2011,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.009,0
2011,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,4,10.28575,0.096
2011,kentucky,TORNADO,0,14,10.655,0
1950,louisiana,TORNADO,29,144,4.3,0
1951,louisiana,TORNADO,0,14,0.7,0
1952,louisiana,TORNADO,4,51,3.8525,0
1953,louisiana,TORNADO,13,150,32.705,0
1954,louisiana,TORNADO,2,11,0.42756,0
1955,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1955,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1955,louisiana,TORNADO,0,0,0.05003,0
1956,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1956,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1956,louisiana,TORNADO,0,4,0.80025,0
1957,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1957,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1957,louisiana,TORNADO,14,90,4.9155,0
1958,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1958,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1958,louisiana,TORNADO,0,3,0.3275,0
1959,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1959,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1959,louisiana,TORNADO,0,4,0.608,0
1960,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1960,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1960,louisiana,TORNADO,0,12,0.8775,0
1961,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1961,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1961,louisiana,TORNADO,6,128,5.01025,0
1962,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1962,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1962,louisiana,TORNADO,2,32,0.83578,0
1963,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1963,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1963,louisiana,TORNADO,0,5,0.531,0
1964,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1964,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1964,louisiana,TORNADO,22,173,12.63525,0
1965,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1965,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1965,louisiana,TORNADO,0,11,2.0255,0
1966,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1966,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1966,louisiana,TORNADO,0,2,0.059,0
1967,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1967,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1967,louisiana,TORNADO,0,17,0.79,0
1968,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1968,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1968,louisiana,TORNADO,0,1,0.46275,0
1969,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1969,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1969,louisiana,TORNADO,1,18,1.39,0
1970,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1970,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1970,louisiana,TORNADO,1,6,0.9325,0
1971,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1971,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1971,louisiana,TORNADO,12,37,15.64,0
1972,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1972,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1972,louisiana,TORNADO,0,5,1.7255,0
1973,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1973,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1973,louisiana,TORNADO,1,52,16.13575,0
1974,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1974,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1974,louisiana,TORNADO,3,126,55.43806,0
1975,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1975,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1975,louisiana,TORNADO,3,60,2.40078,0
1976,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1976,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1976,louisiana,TORNADO,1,73,9.9,0
1977,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1977,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1977,louisiana,TORNADO,1,29,10.47375,0
1978,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1978,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1978,louisiana,TORNADO,4,291,261.13,0
1979,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1979,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1979,louisiana,TORNADO,0,22,6.05,0
1980,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1980,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1980,louisiana,TORNADO,2,11,2.85,0
1981,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1981,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1981,louisiana,TORNADO,0,12,2.94331,0
1982,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1982,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1982,louisiana,TORNADO,0,2,3.95924,0
1983,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1983,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1983,louisiana,TORNADO,5,139,149.38043,0
1984,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1984,louisiana,THUNDERSTORM / THUNDERSTORM WIND,1,11,0,0
1984,louisiana,TORNADO,0,26,106.235,0
1985,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1985,louisiana,THUNDERSTORM / THUNDERSTORM WIND,4,29,0,0
1985,louisiana,TORNADO,0,1,0.425,0
1986,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1986,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,2,0,0
1986,louisiana,TORNADO,0,13,1.575,0
1987,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1987,louisiana,THUNDERSTORM / THUNDERSTORM WIND,3,15,0,0
1987,louisiana,TORNADO,1,109,55.135,0
1988,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1988,louisiana,THUNDERSTORM / THUNDERSTORM WIND,1,3,0,0
1988,louisiana,TORNADO,0,8,29.2605,0
1989,louisiana,ICE / SNOW / FROST / HAIL,0,1,0,0
1989,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,6,0,0
1989,louisiana,TORNADO,2,104,13.605,0
1990,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1990,louisiana,THUNDERSTORM / THUNDERSTORM WIND,1,36,0,0
1990,louisiana,TORNADO,0,20,2.16175,0
1991,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1991,louisiana,THUNDERSTORM / THUNDERSTORM WIND,2,17,0,0
1991,louisiana,TORNADO,0,15,7.71275,0
1992,louisiana,ICE / SNOW / FROST / HAIL,0,0,0,0
1992,louisiana,THUNDERSTORM / THUNDERSTORM WIND,1,35,0,0
1992,louisiana,TORNADO,2,85,76.9225,0
1993,louisiana,COLD / WIND AND WINDCHILL,0,0,0.5,0
1993,louisiana,DROUGHT / HEAT / WILDFIRE,2,0,0,0
1993,louisiana,FLASH FLOOD,0,0,6.05,0
1993,louisiana,FLOOD / DAM FAILURE,0,3,1,0
1993,louisiana,ICE / SNOW / FROST / HAIL,0,5,0.205,0
1993,louisiana,ICE / SNOW / FROST / HAIL,1,0,0,50
1993,louisiana,LIGHTNING / RAIN / WET / WALL CLOUD,0,1,5.55,0
1993,louisiana,THUNDERSTORM / THUNDERSTORM WIND,4,10,11.9755,0.01
1993,louisiana,TORNADO,3,51,57.05,0.55
1994,louisiana,COASTAL STORM / FLOOD OR EROSION / TIDE,0,0,0,0
1994,louisiana,FLASH FLOOD,0,0,2.06,0
1994,louisiana,FLOOD / DAM FAILURE,0,0,0.05,0
1994,louisiana,ICE / SNOW / FROST / HAIL,0,0,0.0675,0.005
1994,louisiana,ICE / SNOW / FROST / HAIL,0,0,50,0
1994,louisiana,LIGHTNING / RAIN / WET / WALL CLOUD,1,13,1.05,0
1994,louisiana,THUNDERSTORM / THUNDERSTORM WIND,0,1,2.29525,0
1994,louisiana,TORNADO,0,2,0.68,0
1995,louisiana,COASTAL STORM / FLOOD OR EROSION / TIDE,0,0,0,0
1995,louisiana,COLD / WIND AND WINDCHILL,0,0,0,0
1995,louisiana,DROUGHT / HEAT / WILDFIRE,3,0,0,0
1995,louisiana,FLASH FLOOD,5,0,0.00575,0
1995,louisiana,FLOOD / DAM FAILURE,1,0,0.0951,0
1995,louisiana,FOG / VOG / SMOKE,0,5,0,0
1995,louisiana,ICE / SNOW / FROST / HAIL,0,0,100.04305,0.05
1995,louisiana,LIGHTNING / RAIN / WET / WALL CLOUD,1,7,0.1181,0
1995,louisiana,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,2500,0
1995,louisiana,THUNDERSTORM / THUNDERSTORM WIND,1,11,4.28665,0.01
1995,louisiana,TORNADO,0,23,2.848,0
1995,louisiana,TROPICAL STORM / HURRICANE / TYPHOON,0,0,0.2,0
1996,louisiana,COASTAL STORM / FLOOD OR EROSION / TIDE,0,0,5.59,0
1996,louisiana,COLD / WIND AND WINDCHILL,1,0,7.85,20
1996,louisiana,COLD / WIND AND WINDCHILL,0,0,0.26,0
1996,louisiana,DROUGHT / HEAT / WILDFIRE,0,0,0,4
1996,louisiana,DROUGHT / HEAT / WILDFIRE,1,0,0,0
1996,louisiana,FLASH FLOOD,0,1,0.03,0
1996,louisiana,FLOOD / DAM FAILURE,0,0,0.156,0
1996,louisiana,FOG / VOG / SMOKE,0,0,0,0
1996,louisiana,ICE / SNOW / FROST / HAIL,0,0,0.064,0
